age,premium_amount,sum_assured,income,channel,cluster
23,35386,657507.7488087136,3605789,1,2
71,32969,399595.6161544076,6136117,0,5
67,32201,569312.3909631323,7557157,1,1
36,22043,680862.8511968133,7572407,1,2
21,47283,1457923.7034813373,2772257,1,0
40,23825,718815.6271947245,4305282,1,2
18,19867,467774.15758758,1060166,1,2
40,31221,869448.5973967955,9061541,1,0
23,15495,337673.7660931412,4125330,0,4
37,13848,639138.6615631455,7291155,1,2
33,14236,710712.4284482679,5911627,0,4
59,47620,698450.2233690665,2269051,0,3
25,27340,657937.0130443522,492504,0,4
26,4713,166239.9057738553,4083675,1,2
63,11276,120880.27108422529,5345123,0,5
38,19604,228408.84633138543,5748828,1,2
37,5397,194443.0852825225,6454484,0,4
18,11512,288732.1239814685,9175648,0,4
46,42419,526744.4306961047,2575347,0,3
25,15248,505680.8266624151,7728088,0,4
27,45023,553709.0221269435,3058499,0,3
18,14965,297252.7701917397,4502479,0,4
71,31661,1196950.5066253352,5429346,1,0
78,3736,175988.62973372388,4947565,1,1
56,23596,551444.0734535083,9495182,0,5
24,16159,347635.99084921123,590404,0,4
42,19294,305083.2966635453,8289743,1,2
53,19309,463098.9145431573,8575129,0,5
20,26755,920985.6720704028,5354301,0,4
69,1649,23880.50922416076,4785780,1,1
43,11022,532699.9202655052,195473,0,4
47,35079,1266042.165840204,9799614,0,3
52,24317,511889.7569473148,1069544,1,1
25,25992,1061850.1188113857,7705938,1,2
68,15796,528614.0317894066,9042787,1,1
62,14246,283031.4132196588,587686,1,1
47,10075,231091.02655499848,8339030,1,1
28,39734,1151104.807925549,4221539,1,0
26,33639,815375.6363898375,4703756,1,2
51,25348,574351.4583349067,8795404,0,5
72,26331,560494.6193539323,6903512,1,1
59,49262,1742784.427842811,9466681,0,3
32,13954,694357.6293772638,2225979,1,2
67,39738,1369566.91531308,6987671,0,3
44,27802,1025725.2035863836,2496286,1,0
24,19415,860097.9597576588,2539728,1,2
25,35539,644166.3159018796,8799892,1,2
34,7774,272847.12561920425,871346,1,2
68,2461,70642.32841260963,6523949,1,1
71,39641,864769.0595586341,9230890,0,3
79,33713,373004.0314479656,1842881,1,1
48,33482,467287.5966104903,5875374,0,5
49,11538,322846.5177329772,1287011,0,4
73,13471,641128.3912095445,3625873,0,5
18,8998,192804.11822646097,5325928,0,4
56,2062,72784.8993196866,4452059,1,1
76,48066,1305287.3568419477,3718932,0,3
78,18011,710327.739522201,4900744,1,1
41,46506,2266749.832939289,9010462,0,3
80,49786,742906.2842099852,1928291,1,0
61,42635,1946267.934865224,9239936,0,3
61,16414,399847.6932666066,9474935,1,1
78,2770,56470.92542677468,9037317,1,1
38,16995,615799.7920809501,6042394,0,4
47,40019,1033657.821105917,5573703,1,0
54,18466,339592.3810327035,3360336,0,5
68,7632,134521.4966152141,7199376,1,1
40,44029,2152469.887603104,9856011,1,0
18,43321,876848.3147001244,6494388,0,3
65,21775,994810.3130493996,9608726,0,5
41,22650,881900.3018380707,5910961,1,2
70,22240,435488.85957411845,6883962,0,5
31,20229,455240.9371753285,5605593,1,2
32,22964,662991.3945959343,5577782,1,2
42,48335,2068740.81433522,4993690,0,3
66,28219,1273661.859317198,2026029,1,0
53,42536,1840977.1358967773,9596076,1,0
65,42759,1566941.3553854336,7419897,1,0
36,10005,497775.6729935978,2519498,1,2
46,4855,230804.2630965008,5121976,1,2
63,1679,76263.84777860965,2171947,1,1
29,9918,125152.433257426,3173367,1,2
74,48754,1280685.045993888,6351612,0,3
75,32764,1484516.409760613,1463864,0,3
42,28816,559082.5483464848,4349690,1,2
25,22904,664280.5933445058,8118746,0,4
78,7396,159238.6317093905,5622233,0,5
36,30283,1217052.0259618638,3375723,0,3
32,42855,1482399.170186538,5070854,1,0
29,2345,81184.52834181518,4503017,0,4
22,24604,807055.0368753083,694994,0,4
62,38604,1658769.4437614172,3452240,1,0
61,35226,706180.1977394512,3932740,1,0
34,4009,113809.58265031628,2187732,0,4
36,25712,470310.8880137618,9789339,1,2
69,41703,1850299.744001843,127928,0,3
38,48003,1940320.938343635,7832180,1,0
19,46839,1199952.4314366966,9649997,1,0
74,45960,463590.0667746992,3426930,1,0
67,45624,1978720.626198048,8771850,0,3
41,47150,769960.876158639,3006864,1,0
21,20826,633179.0303245566,1984823,0,4
26,40289,1429962.884056821,5377502,1,0
18,13989,333808.0493672888,1296995,0,4
31,29574,1371327.4891571836,6687634,1,0
45,35377,1622563.2367520677,3573703,0,3
40,44901,1954506.7433983916,2215395,1,0
39,18056,678730.6804730475,5848596,1,2
47,49907,643768.2192682007,8555765,0,3
73,27454,1020600.4232507217,6018905,1,1
69,30654,356095.35846566415,3734853,1,1
52,9561,308751.1408335772,9192643,1,1
27,8326,107666.30903100233,9925613,1,2
64,38263,1476587.8220080214,7982375,0,3
60,21254,613119.8013173233,5280347,0,5
64,22903,668852.9407481615,5028360,0,5
58,6824,187391.0123076261,3509329,1,1
48,9412,119832.94822657168,1454150,1,2
30,27840,1161213.2509110796,7671161,1,0
27,19470,389056.618272416,7028707,0,4
80,30551,1383062.6401125672,4970547,1,0
70,26549,1081874.704546346,6719364,0,5
48,17380,666626.3054116024,9183633,0,5
48,11028,274359.58121498924,2319210,1,2
51,7628,76880.0994774424,2360406,0,4
35,20458,637037.2969157802,154287,0,4
18,26392,587484.330063866,272956,1,2
47,19777,616269.7350531607,8423540,1,2
79,10269,207046.58604429936,8357653,0,5
37,3524,104719.78048188664,8475753,1,2
77,11963,168847.04954426698,7048254,0,5
76,43834,1974882.4834961907,659321,1,0
41,33548,1131643.30712969,8828167,0,3
60,18537,912236.414925565,6802004,0,5
27,23013,691968.2305671936,8206776,0,4
57,3052,67727.20998388829,7456596,1,1
41,49858,2344119.3775370466,4780929,1,0
39,22274,666232.533589104,2066995,1,2
26,10659,424558.0993593143,381108,0,4
39,33915,649834.4765592837,167106,0,4
24,37264,1543307.8665599236,9079929,1,0
30,16866,763080.465668895,7627150,1,2
75,40978,599650.2569960471,7146018,1,1
47,27643,918582.5659349888,7398869,0,3
46,33475,1586976.4670855652,7651891,1,0
26,18719,743014.9957432541,4058053,0,4
23,8685,226131.1009521672,2838456,1,2
72,11198,339923.6983772319,2085285,1,1
58,49454,635535.358942137,3369490,1,0
20,11148,541896.578317953,8802581,0,4
67,34113,719425.5394663746,3782566,0,5
20,42348,1037502.403779388,4468238,0,3
23,35871,1144902.593607844,7005017,1,0
34,29212,954384.2157649756,7286167,0,3
24,37152,1598702.3899773948,7068495,0,3
34,45950,1096558.8188647998,6900457,0,3
31,17772,549491.4838623604,537424,1,2
33,42365,2057513.32068793,793674,0,3
38,3299,57275.83067174368,729009,1,2
23,10654,232259.6622395842,3490386,0,4
73,43741,1839153.1530696645,9741006,1,0
49,10515,310143.1929608684,8163246,1,1
53,39210,1413438.0661620742,4169354,0,3
43,47218,1116399.9582849997,1876106,1,0
79,12424,253179.729155084,6952745,1,1
72,43954,564206.5917230549,7724462,1,0
22,22337,800076.9037968125,1894311,1,2
34,29537,608562.6089734441,4753772,0,4
24,15355,514657.691786518,1847125,1,2
48,36217,1005472.8708983712,8863547,1,0
41,46291,1189099.95638126,672219,0,3
36,19620,618970.3095687202,2050642,1,2
51,20919,968776.8071636494,5125189,1,1
31,41537,1349279.0159869895,9337919,1,0
68,36511,1294401.2427270391,7531207,1,0
19,30406,454845.3454937016,7633468,0,4
60,31548,1267652.583168604,2405001,0,3
62,45187,810556.622262765,5399218,0,3
57,30214,686458.7189063773,7792389,0,5
40,44374,707882.8569959472,9041318,0,3
69,9572,197220.97046681284,8010894,1,1
39,15732,641355.8191299052,1495100,1,2
56,20087,644242.3577072109,8190507,0,5
47,38422,936499.6585460796,8592905,1,0
45,20341,703626.5261904137,6785169,0,4
34,43760,894773.0547401609,6956238,0,3
35,4811,175202.99936736823,1070020,1,2
29,9951,247112.52961545627,4078962,1,2
44,22524,425112.1087525564,4113454,0,4
27,48034,1000907.5541578694,8842548,1,0
34,31219,1462795.5111005828,3294512,1,0
41,7483,108032.92217568347,2079283,0,4
74,1991,30456.576075479315,3159731,1,1
71,4511,218091.0854084511,7428053,0,5
25,49649,1849399.5518828884,2825321,0,3
34,32318,1047735.7017537904,4100165,1,0
34,1362,59055.03208338476,8699483,0,4
78,8453,105859.60494093444,205510,1,1
34,15213,604831.8671304624,4761946,0,4
54,16903,585883.6676518591,7679054,1,1
48,1616,38529.46368295136,1061472,1,2
40,16803,821269.7199324655,449175,1,2
58,41728,524528.582863348,9412461,1,0
75,20236,879133.1678118757,8775836,0,5
52,10278,498827.5524345231,4662766,1,1
55,29735,308457.8988899794,5711964,1,1
77,3138,126578.64362740167,9877962,0,5
66,2832,59936.82222628739,4959667,1,1
43,25563,1054531.679687794,1937378,0,3
46,2380,50405.30175843583,2928002,1,2
37,33501,470850.038240325,7498339,0,4
45,30954,980240.2900336592,8162235,0,3
38,40596,877373.6146358991,1204775,1,0
65,24293,512332.4182843062,9547305,1,1
76,17611,277261.5537943314,9926635,0,5
79,7639,255531.89204222505,1772336,0,5
50,29677,1127279.277935814,7020870,1,0
34,9398,317480.1807662406,9134349,0,4
56,18571,420459.7153103353,8886649,0,5
68,17611,561001.298404468,3221301,0,5
21,30055,354758.9537706162,8051714,0,4
25,3921,99934.41057466825,3127343,0,4
39,26531,1088630.0540190905,1020713,1,0
47,48061,1216876.646818245,6878309,0,3
59,2163,43154.36563129435,5673618,1,1
72,15146,748564.8142373718,843704,0,5
29,47574,2071162.6199161408,2502865,1,0
25,38620,1407639.87983403,6859502,1,0
48,18114,744298.3350000526,6708217,1,2
77,16891,208820.4585855329,4986244,1,1
56,20394,278943.2576576893,5636284,1,1
18,29792,662865.393860131,7068288,1,2
36,11280,130687.07300581558,5761058,1,2
65,15221,268145.5644622141,3264596,1,1
27,15865,403276.6015983608,6096450,0,4
79,15870,335737.4971416464,9799135,0,5
26,29350,1213373.0688041225,2950825,0,3
36,6145,269306.0829315794,2573051,1,2
32,49754,605022.9049842592,245749,0,3
46,19275,570783.535916571,3445408,0,4
56,17733,527892.9006385459,7635464,0,5
61,2735,124077.62089173644,6388676,0,5
80,22314,867629.3387928887,7424710,0,5
68,4391,55795.96912644152,7952737,1,1
61,36856,1414826.229600741,8515322,0,3
29,36197,1354343.2588041811,8126560,0,3
22,16000,420901.5387450456,6002146,1,2
72,11157,544477.2631195126,9692492,1,1
19,21614,529875.1415033098,378847,1,2
45,37537,905284.4257656272,181703,0,3
29,26011,435090.44397176825,5720937,0,4
74,1562,20454.11849891823,3029915,0,5
51,5020,176370.58487233563,8390792,1,1
38,29901,964252.7231473584,4278497,0,3
45,40933,632731.99563912,9418899,1,0
76,6793,111491.03743337764,8323454,1,1
70,34798,1483744.9808162428,3606548,0,3
66,43684,780786.1578205273,2463872,0,3
33,21534,753919.3317360437,9059180,1,2
30,20561,540362.0584245824,3689980,1,2
67,38907,1359029.2627874203,3989879,1,0
34,41055,793399.1580645058,3701970,1,0
37,20795,314247.6583101506,2474220,1,2
37,35745,1580575.2411968897,5995006,1,0
47,36671,1030831.6127005204,9200570,0,3
23,7865,298963.06852415844,7034654,0,4
51,28735,578225.8727115318,3440271,0,5
28,27608,1356129.3547281318,589464,1,0
59,13167,229779.36012943785,266585,0,5
20,24159,928505.151877746,7253127,0,4
74,40594,602492.1478628485,361833,1,1
70,16706,419688.6974892485,5090465,0,5
49,23779,360723.0322767261,5150893,0,5
62,39474,1909120.0297827872,1725722,0,3
42,48699,923781.8677946636,7204297,1,0
54,3727,38514.01772245108,7625213,0,5
62,16942,192773.9669865012,2717494,0,5
37,11305,486366.31712187966,3990899,0,4
50,20419,900767.4287675855,8025581,1,1
77,6456,147609.1048010206,5360928,1,1
44,44481,467055.2548184128,4593896,1,0
75,21210,405283.7778215684,2436099,1,1
24,4376,47660.619961397366,4914470,1,2
73,43830,967765.9242431034,141756,1,0
51,7215,138075.588658255,6288660,1,1
66,45240,1077934.7312090632,4373925,1,0
78,11499,429249.50216845167,487144,0,5
37,15378,718730.0409254862,2661611,1,2
62,21897,489270.5940965729,2082593,1,1
25,28972,957298.7048977785,6180099,0,4
79,27823,300163.3357406045,5683797,0,5
25,30223,1178712.0237567604,1790592,0,3
47,44093,1018190.1114544082,6764274,1,0
48,23563,245394.2100150897,5787496,1,2
51,7126,262176.1318769466,6838200,0,5
78,18170,501651.536897168,7613995,0,5
75,41958,893474.606080305,4863771,0,3
29,26537,268158.9422313195,5713737,0,4
53,41384,1584414.8041802645,1604304,0,3
74,49163,2278832.39966608,6488210,1,0
39,8634,171083.83029730176,9585619,1,2
38,16563,298724.4322451964,9106031,1,2
24,5357,224651.80700322567,2748248,1,2
20,38495,1906390.022746909,4343732,0,3
69,13286,251956.12032281747,4614771,1,1
30,39842,1746431.338970229,5892459,0,3
68,31235,1262058.0876194278,3960606,0,3
29,3078,88393.11801408726,6567541,1,2
27,23694,760778.5034732654,5093627,0,4
67,14586,522890.4911917154,1565829,1,1
21,24493,461397.6764757708,222598,1,2
26,39295,968998.5554127706,7811296,1,0
77,46769,2289879.1173495,229511,1,0
77,31030,864220.2922691662,191548,0,5
72,38567,946015.1866126744,3482336,1,0
21,38309,1580164.161085341,3161204,0,3
28,22323,348950.26961541333,6677445,0,4
69,18767,340973.5080040378,9568252,1,1
40,31431,1063553.805326474,5388576,0,3
29,49118,2247334.221169818,8019095,0,3
31,11990,340459.6184694128,7588307,1,2
25,27752,443903.16740614496,1676050,0,4
75,45142,1969886.9894533916,6111535,1,0
56,18483,452184.807135784,2885787,1,1
58,3383,90342.55374477062,6022538,1,1
48,20336,723599.3536443982,7559831,1,2
39,25692,545115.3121537456,2761591,1,2
42,26718,711998.3689027812,5174070,0,4
49,47279,1509087.1601408012,8305638,1,0
48,14367,337331.20760258444,9611007,0,5
78,24181,1048723.5746302614,753911,1,1
27,22150,1002529.5290829908,7954940,0,4
75,38980,1418050.2895239787,5480216,1,0
50,40165,1946286.8489643529,5408684,1,0
39,7521,351046.96422407933,8885831,0,4
51,25084,363088.90481278725,2254633,1,1
29,22742,397245.124458144,1133996,1,2
42,39056,1540497.1900294411,667701,0,3
67,39086,444505.9007154327,3168554,1,1
78,39074,606372.9178229445,3184868,1,1
68,18683,408377.3084787488,4376806,0,5
55,19931,611431.1548812888,8318846,1,1
74,29726,1271277.8727805135,961385,0,3
71,41747,661073.7260448666,4405661,1,0
22,26148,665196.0484326815,3167593,0,4
49,2047,40485.02055634989,827449,0,4
52,33301,725318.5453136559,8653597,1,0
35,6566,117528.43473525514,7483893,1,2
76,8891,155293.79655535994,3327178,1,1
28,42891,1866222.1208313925,8728404,1,0
42,20115,771659.4501247501,6025308,0,4
35,29766,1405463.9509153983,6742413,0,3
50,16277,319407.7642887205,3845570,1,1
42,38689,723511.859463408,1507398,1,0
52,2475,37514.84802258237,3249890,1,1
19,32806,894511.2252316729,4613815,0,4
48,43791,1291734.1990754255,7493653,1,0
77,38825,1269280.0353543612,760127,1,0
47,45658,2038416.6499251488,1738440,0,3
29,32927,1307699.5790812047,7184599,1,0
33,47020,1952493.626501372,2992976,1,0
62,27607,1025854.71633229,7338732,0,5
18,37026,1726462.0962563658,1225746,0,3
29,43856,1193033.3741155015,1368543,1,0
55,15047,717044.5810314411,9055241,0,5
62,47448,1609808.3958241034,2513937,0,3
74,1671,49965.833639864446,1467504,1,1
69,47018,2165358.022884693,6609943,0,3
41,25303,720094.0245143462,8774616,1,2
32,11510,446469.2692232583,8014073,0,4
21,2071,93479.71674602454,6068028,0,4
23,43939,1356214.0120065135,3528043,1,0
69,16548,196862.38043904904,496863,0,5
38,37504,466738.4541551448,9709343,1,2
29,20396,443724.3576939221,8583415,1,2
71,46674,491074.5180462878,4596275,0,3
62,14472,653366.5962195982,1631505,0,5
57,24835,1203771.378531552,7416231,1,0
59,22363,630001.1340126578,3916086,0,5
40,11801,380727.1377688991,3257554,1,2
49,1815,86594.0362210608,1714945,0,4
50,34074,679703.8131691649,7827449,1,0
20,1493,54380.278331554655,9983984,0,4
54,35867,788098.199668881,2567852,1,0
73,35099,732324.5651078224,6574598,0,5
68,6615,270152.2246440893,5513485,0,5
44,17312,517856.01954231726,2150745,1,2
23,45863,711799.1649167018,6343921,0,3
63,43713,1205605.4632635894,596448,1,0
75,20533,428056.3133799842,2206204,0,5
35,9417,108292.40800000144,7806059,0,4
42,24302,337523.0520186259,2601317,0,4
23,9857,330534.9551049856,890883,0,4
77,17412,792868.6652847703,9613042,1,1
28,24946,833448.4458727521,6688868,1,2
28,30957,350584.5301916613,439192,0,4
70,45388,512490.2901710132,1993091,1,0
69,49567,2431684.15132241,2989823,1,0
45,28445,1235676.43906159,1221590,1,0
31,12139,429984.43924571393,6249435,1,2
34,13563,400976.5527851197,9660322,1,2
56,23632,530691.3151438946,9786526,0,5
67,12191,169835.2184191376,3545102,0,5
76,15953,294254.4432141014,2430876,1,1
18,16915,840329.3625299621,6335157,0,4
33,27283,769801.5550900943,9616029,1,2
33,10424,113185.25487974212,7203785,1,2
68,24510,395390.2663548762,136704,1,1
23,6983,138637.20868610186,158797,1,2
68,22489,291680.55318030284,7042003,0,5
77,37578,675566.0001132612,9323583,0,5
69,26578,1253132.8756931408,9509541,1,0
41,8015,217637.3343180768,8376715,1,2
30,32700,1105141.85652511,3193649,1,0
61,9524,398081.3444084355,8672290,1,1
64,10740,176232.40762532997,1931521,0,5
30,13284,633466.9548031653,7061743,1,2
42,30925,1360984.0598014938,9851998,0,3
64,15454,243803.98955104145,6250573,1,1
66,24170,412328.58792765095,3770626,0,5
30,7611,96909.60139547355,4404001,1,2
73,18900,826162.7989900758,9511628,0,5
71,36588,512478.3328414599,8218809,1,1
59,40089,971293.2507551736,9828389,1,0
38,11465,305392.2009787354,6104356,1,2
68,45423,2144055.0136557026,8436418,1,0
36,46003,1276728.529524968,468762,1,0
55,20761,643181.5001945653,3766819,1,1
24,20516,1013249.6881031616,7182236,1,2
43,40553,923663.4943166953,5501253,1,0
43,33475,1344808.4100970137,1245670,0,3
31,24482,481755.3292841597,5849943,1,2
25,42352,882720.7496002761,3043928,0,3
63,36103,409191.01285297255,2437618,0,5
77,41969,1964666.3672080317,9706219,1,0
53,46475,1623562.511249973,7616730,0,3
29,32681,1069648.219899168,7060290,0,3
73,34597,1056445.182458766,5173684,0,3
80,15589,313387.582241465,4029900,0,5
51,47601,1047805.803084679,2212665,1,0
56,5853,132727.0068796543,7773167,1,1
79,16300,537782.2032687558,4070432,1,1
50,40512,1601533.2679371769,5056738,1,0
28,48470,1468825.960956236,5194863,0,3
29,25388,777465.7161036052,9799687,1,2
56,38744,616380.1151274156,8819532,1,0
67,32279,1349947.8113120766,8771806,0,3
36,15687,628242.4394801157,3715915,0,4
56,15568,606980.4774387768,4772630,0,5
44,2362,69868.41522688043,8834484,0,4
57,13623,538207.5176112729,4854763,1,1
27,9966,432494.3049642758,5517579,0,4
66,9560,288301.66821733007,5537679,1,1
51,10181,364166.5689185344,6050029,0,5
37,5345,55895.941599065394,3254769,0,4
29,34648,1379877.7733629346,5764550,1,0
51,22631,550062.3711785015,1505625,0,4
31,46182,2171161.049892875,2827515,1,0
54,49469,1733664.7354983375,3186529,1,0
44,24571,386600.7992242723,3965775,0,4
45,49243,667867.750735435,175750,0,3
69,3051,38006.57163734842,8749924,0,5
32,12282,567454.0409813673,4346652,1,2
20,32216,612327.6882236392,5297956,1,2
45,28175,719736.7111441616,5083401,0,4
75,27871,1341355.8646308072,8378630,1,0
79,28449,1159287.814480882,8622105,1,1
71,5588,107343.33076691232,1326696,1,1
60,13886,267825.9841326656,1070188,1,1
39,46536,1615791.1170368094,1762640,1,0
75,24460,1154720.813794478,829753,0,5
49,39033,1344336.643528937,8930127,0,3
62,43394,1080252.5732958126,8970361,1,0
66,13557,402618.329680937,5650376,0,5
46,48972,1345348.9029544748,7966635,0,3
52,24024,553201.340194349,7638808,1,1
41,14535,271841.8835934692,811220,0,4
29,49778,1861289.3783779123,2777603,1,0
71,17778,510781.9820078631,3034116,1,1
76,8970,232717.22846782717,5302323,0,5
70,46230,1290847.9288658823,9396794,1,0
18,4926,94259.17570581991,1977503,0,4
19,25223,972390.5531480116,3796641,0,4
69,33615,728240.0912705542,4949972,1,1
52,18380,906517.2308341084,1376600,0,4
53,44302,1471722.0327781837,275173,0,3
19,30105,793628.886581664,9881556,0,4
75,25763,1228275.609392402,8302373,0,5
59,4377,214986.1144478935,535265,1,1
39,42782,494590.9326146342,872121,1,0
69,8542,416757.5403359814,2728550,1,1
52,37314,826679.3780881307,7519289,0,3
18,28183,1076399.602863182,7767066,0,4
50,43232,543240.9628853139,741781,1,0
28,42256,1171457.7403950845,1473247,0,3
23,15490,190122.04392938767,9596905,0,4
41,17330,516889.14471612434,6704829,1,2
77,21302,439420.3711594138,6975744,0,5
34,18268,360411.1011870582,5088483,1,2
35,6958,197230.60842272465,9402080,0,4
36,25817,494008.80204293726,5051419,0,4
71,36242,830907.7691896065,7301670,0,5
64,16268,349329.39324051765,7976749,1,1
64,3752,37872.40779501992,7996913,1,1
28,45093,1165410.7525792543,9820571,0,3
51,43461,1519362.649377112,5648574,1,0
71,24776,1190022.7873817666,4238818,1,1
19,19615,485070.596072453,6598008,1,2
26,15973,521562.9584032721,3991949,0,4
65,21338,631563.1002691641,3871667,1,1
69,31750,1101257.8930419732,6269123,1,0
55,25605,412098.8653784506,4172412,1,1
37,39464,1826532.538141984,346328,1,0
27,6588,164654.64573282213,6979734,0,4
40,21459,491707.4291048202,6988712,1,2
52,27622,1228586.7246270902,9411508,0,3
34,47525,839073.8794492099,2459326,1,0
64,7661,307233.69565655355,7425787,1,1
25,26437,381120.9714334909,7974086,1,2
66,43853,736618.2426833136,5571867,0,3
19,32105,545863.6436549629,2114298,1,2
19,23753,579209.0967177893,943806,0,4
21,38153,1084985.8599973363,150115,0,3
31,9913,392868.5013706064,2084260,1,2
54,9688,105672.32070034776,6379944,0,5
55,5795,232285.01481264448,9147859,1,1
49,9212,130783.03492791766,7072216,0,5
63,24979,855118.6481691332,5584349,1,1
20,36485,1719549.851287176,3445839,1,0
20,41926,1904939.554737139,7708868,0,3
55,31676,529005.6129036676,1072100,0,5
35,34995,856459.1617718582,4789215,1,0
45,39400,744847.3377671182,2755959,0,3
22,36280,1109522.4420298696,3441284,1,0
74,43213,1639987.3210453845,2603421,0,3
24,27539,974614.6508140924,1748008,1,2
59,3501,91950.81953822044,9819429,1,1
43,31117,840567.0356138927,5165050,0,3
44,13682,522046.9055516648,363598,1,2
31,43366,812082.1053346924,3359411,0,3
22,25359,1232938.8815484454,4467400,0,4
60,3159,152670.92632370535,7796271,1,1
51,39958,1155642.5617339504,1485548,1,0
63,1938,32840.29976720677,8034038,1,1
53,18616,515333.1077951804,4319457,0,5
47,38132,1467639.39691656,4383582,1,0
30,22202,809330.9835011966,7726784,1,2
61,38532,743897.76863299,8382519,1,0
33,4929,237978.62698426697,3986895,0,4
59,43132,965929.2007244251,3946363,0,3
73,36804,647010.4598496302,5652617,1,1
23,3452,154307.10225670252,2519695,0,4
55,44261,2006723.864347606,9001806,1,0
59,34344,895211.9178914485,103190,1,0
58,42166,668091.8878935932,5940509,0,3
66,12968,549183.1041638975,6692529,0,5
40,37432,1533754.447447292,7151689,0,3
63,36900,652538.3983767146,2236508,0,3
71,49618,764097.9432735074,6841806,0,3
58,10723,412456.0990707829,741485,0,5
77,3434,159505.06397461623,4898612,1,1
36,12061,356720.1268211984,3526976,1,2
26,39854,935119.7371425208,9129084,1,0
56,27161,518444.7325550937,4178953,0,5
63,46142,1754896.0196540568,4984665,1,0
47,19298,848777.8785807312,186486,1,2
66,10416,481710.96529811376,5036247,0,5
65,8443,203317.71957321648,2909557,0,5
31,41736,554257.837283916,8681437,0,3
30,33774,1494644.326089274,7292838,0,3
78,23311,361525.2236677832,7601294,0,5
35,2502,58245.95758569863,8216245,0,4
58,42898,2074033.1678893997,7769498,1,0
49,4864,166365.3763337564,5453571,1,1
57,35144,705105.0979197648,8861939,0,3
72,12732,464370.337665697,2924495,1,1
36,1532,57125.50208289936,4640398,0,4
46,38811,697434.9526190618,1856221,0,3
33,17066,713583.3855641718,4324115,1,2
53,8489,200608.77344057884,8726310,1,1
45,24012,981604.6670523216,6567416,0,3
19,13957,289097.8450131343,2692647,0,4
58,4058,103879.66754562643,8819828,0,5
32,29385,870787.8196778535,6749281,0,4
33,33049,1566361.665414211,5247823,0,3
79,32514,900012.9330615296,4240615,0,5
64,3565,97800.30229682528,5411738,0,5
50,23296,724518.9689815282,6541938,0,5
18,5805,266571.64555491885,5320532,0,4
32,47991,2123107.857275824,9592813,1,0
63,35462,589913.7223993088,2791354,0,5
31,16413,806770.8595779068,1943828,0,4
76,5627,62727.6412590283,3538106,0,5
60,43083,1034230.0692284452,4684799,0,3
73,27368,1326849.1666669212,637619,1,0
59,2286,68982.16007470689,4666696,1,1
60,40606,1243277.402492439,6237926,1,0
47,21208,969050.7173777608,2341248,0,4
80,38942,1377523.2319902251,8947277,0,3
66,32779,401310.7579906911,245694,0,5
66,35306,1120662.6917873735,2137139,0,3
56,17078,493939.094864887,1421878,0,5
36,41456,1186925.7299291098,7806108,0,3
60,49815,1331835.971027844,5844751,0,3
22,9570,342667.48923931364,6561654,1,2
78,40010,405750.2353755808,3737011,1,1
35,7644,330602.3944488075,6892552,0,4
63,30817,765879.4772034951,1990624,0,5
49,19418,840585.163565719,2433936,1,2
45,13992,561953.7097947706,9262005,1,2
68,20440,477678.3235908315,2128585,0,5
80,2884,56629.62228092995,4850311,0,5
63,48015,1748189.0168178128,3084961,1,0
42,9524,467260.3079720349,8931585,1,2
36,43437,1668131.6946452882,7793920,0,3
73,1548,44467.88302515174,5623287,0,5
78,12146,244441.3911098253,8761832,0,5
33,12659,129454.05114899768,6154162,0,4
46,23111,909834.1717738386,8941257,1,2
30,49258,776320.1384829363,8151961,0,3
21,34335,1649427.8781568706,7028014,0,3
78,21892,651605.5609126792,3560351,1,1
31,28427,486303.4982064732,6739247,1,2
48,4807,101505.54353729718,7976094,1,1
45,19525,896536.1494963134,7074041,1,2
73,6760,304298.02863886784,8283077,0,5
43,11431,293662.37879395497,2553847,0,4
30,35890,1786346.9900205976,2290397,0,3
68,14298,673160.7870909275,3539977,1,1
46,34754,505343.576231102,7856911,0,3
44,14846,540835.3419079337,1261578,0,4
24,26783,403666.7455209799,2193808,0,4
74,40205,687482.8688795908,4002326,0,5
24,35870,1130131.932937328,314179,0,3
18,41585,812969.9706245875,6158120,0,3
39,13104,425666.7728023104,8940400,0,4
27,3255,49262.01465902399,783670,1,2
79,23651,528164.8893944877,1135515,0,5
22,33819,1402521.0979560134,6733809,0,3
59,45543,516717.7547435235,6426589,1,0
67,47702,481843.9218150012,604753,0,3
59,13417,345315.725616933,6889607,0,5
46,48848,2119948.650052609,5849957,1,0
62,9188,206290.05150923764,9094362,1,1
32,17718,358471.4319668821,6998327,0,4
64,21027,858179.6112334575,2444519,0,5
49,1939,53033.68968490689,6020406,0,5
63,32987,637655.9540983172,8078394,0,5
60,29912,1100150.735493238,6460555,1,0
59,15856,310471.196150768,5515305,0,5
30,31712,460627.2357803607,4346313,1,2
32,21379,224766.36465187333,9357407,1,2
18,17294,435379.4932716638,2054374,1,2
59,15359,640570.7433281123,4731758,0,5
52,27997,1073245.668740691,8826036,1,0
48,11103,229629.03299591813,689239,0,4
44,29029,400654.98271326616,6618553,0,4
63,16470,330323.29076715984,631915,0,5
47,14290,650657.3102933136,4607200,1,2
28,20636,361127.9785450892,9332188,1,2
78,48695,2187704.8006321136,2324037,0,3
48,8741,176299.0276304674,5175588,0,4
44,36535,738160.9294459362,9616406,0,3
35,20443,388239.2129278036,780861,0,4
61,22571,429219.6109571551,8975597,1,1
