age,premium_amount,sum_assured,income,channel,product_type,cluster
80,16952,457175.8347777644,3674669,0,2,4
64,42516,843953.8728555569,2131200,0,2,1
71,15656,735614.6130920314,3788358,0,0,4
75,48885,524613.1314972534,2616583,1,1,0
47,49187,2031468.856760628,6312319,1,3,0
29,44931,1742668.302288274,6091777,1,0,0
25,27770,1382023.4136901004,3838598,0,3,1
72,31949,421213.5384491774,4148902,1,5,2
35,45221,1141831.0972617476,7643259,0,3,1
51,27869,381988.0158620919,5567722,0,0,3
69,48526,764985.8366664641,890242,0,3,1
36,32540,398881.6401219979,2805366,0,3,4
59,20961,496644.2714565232,6324461,1,2,5
70,4850,127224.11349781984,3743535,1,5,2
57,44327,2052238.9553467664,4930012,1,3,0
22,9820,159432.59955917072,3759375,1,2,5
26,35893,1162660.1724936657,8669578,1,4,0
77,31619,738464.081887174,4015646,0,2,4
21,27161,1335695.283525026,2252111,0,4,1
36,4550,135314.4217700125,6345171,1,0,5
76,38362,491520.1122846265,5272112,1,1,5
24,11504,560663.2812905845,2584306,1,0,5
30,49043,1726574.7895819931,4336929,0,2,1
80,12305,140337.40288742018,4681657,1,2,5
74,25290,292389.25190296385,5712496,0,1,3
45,1059,29860.415388454643,4460647,1,0,5
43,13722,421653.15649988496,745194,0,3,4
46,5800,174372.9869791671,9936097,0,5,3
45,17274,434484.112280134,5350244,1,2,5
62,36669,526058.1772093326,4201019,1,2,0
37,13475,409906.6471955446,7270166,0,3,3
46,12986,221731.1942801361,7938336,0,3,3
61,48101,1671355.1714933375,5345758,0,3,1
41,7064,317067.1930256869,269906,1,2,5
18,26639,821450.7815457619,2370306,0,0,4
26,26696,1278165.5460833854,9695943,1,3,0
43,40506,843223.4922934137,7773766,1,2,0
76,5177,92256.50674898032,1736403,0,3,4
44,17709,862018.8747093567,3758858,1,2,5
50,2338,92476.0283947326,9611591,0,3,3
50,42393,950749.8378192796,9197170,1,1,0
23,49170,2109599.81187816,9079092,0,4,1
69,43935,924068.6445234813,5719187,1,5,0
68,15799,445583.3390614363,7023523,0,1,3
55,29704,1269112.7680598667,7545900,1,2,0
30,6206,256230.02550884595,5364740,1,3,2
30,12505,127388.41438609996,5210486,0,1,3
71,46596,637962.2839339275,169038,1,5,0
61,45637,1325051.04897119,468249,0,5,1
67,1465,55824.03766832311,887982,1,3,2
34,25239,781191.5960908165,1434839,0,5,4
69,29125,1199327.617435998,9313522,1,3,0
65,7000,281685.1344735714,6115046,1,5,2
52,3065,53165.063095704754,6924343,1,2,5
78,23573,1095118.007174537,6625612,0,3,1
57,3048,33097.52831457374,8829640,0,3,3
31,43975,846331.7062453255,494502,0,5,1
63,10999,438043.3682138822,9489667,1,3,2
29,15800,511165.4731863858,3925769,1,0,5
28,20764,428855.4895325892,5909385,1,5,2
36,9017,425619.5894293879,3951979,1,5,2
61,25349,717390.4785656336,5649574,1,3,2
37,9823,364199.1610200986,5023187,1,3,2
33,47707,1730971.549707683,2656533,1,3,0
63,36564,950045.8760583312,5254898,1,4,0
70,40539,907169.9828963246,5770722,1,4,0
28,11530,506036.8398583548,4711650,0,3,4
29,7160,289160.48782782373,3276325,0,1,4
37,6510,149299.33895716138,3977587,0,4,4
47,34633,1661621.4163160694,7724273,0,3,1
48,35207,493118.3873661787,996561,0,3,4
41,4574,47177.35318137866,1125695,0,4,4
69,49016,845965.375742211,2114416,0,1,1
65,32004,1233207.363420726,2903794,0,4,1
30,39482,1691010.1110173638,1852625,1,1,0
31,31237,1055385.8147741926,957955,0,2,4
66,20495,884724.7460400969,2298309,1,1,5
62,42569,2016217.590951931,2517298,1,1,0
53,8724,255760.54181033676,4198724,0,5,4
51,31558,491586.45690043626,7126142,0,5,3
78,24568,740325.7723828985,2705877,0,5,4
50,7767,132883.712308268,9084679,0,4,3
59,22854,1019199.1053185514,1542920,1,0,5
19,33723,1409338.76085409,3682562,1,1,0
62,22997,251472.10393589264,7180468,1,5,2
22,39827,1620166.254608263,2286364,0,2,1
52,28031,1363863.22905082,7154505,0,2,1
62,18339,667683.3949467518,5111991,1,3,2
37,29097,1290406.1982355989,825285,1,1,0
34,19630,728116.864711642,3088252,0,2,4
36,32122,1359483.130723168,3525923,1,3,0
42,14616,361874.30153286445,8712015,1,3,2
77,10189,296249.9406591632,3423025,1,1,5
48,10359,326705.25579292595,580333,1,3,2
70,38995,1669446.6817981317,1629148,0,5,1
23,44288,1530478.090593081,9670702,1,2,0
80,28868,294418.14160702104,4526662,1,4,2
62,14636,577504.7802019329,7063943,0,3,3
43,32173,1185483.4163240332,9872153,0,0,1
47,5697,95197.67254025156,3875199,0,3,4
72,21071,572385.1955699736,4714715,1,5,2
67,15269,317179.05170189595,4567081,0,2,4
59,6239,250501.6506497842,8866575,0,1,3
65,4184,155056.7615377988,742416,0,5,4
25,5012,120272.4782038728,8518819,0,0,3
70,43461,1922771.1817935968,1502130,1,0,0
54,18933,883041.1139256713,5926254,0,4,3
74,49234,2204766.041418229,7235378,0,1,1
20,32077,1133892.7840873206,1956105,0,3,1
70,44100,2010251.0974628904,9784968,0,1,1
80,11263,141826.32322075314,6395848,1,4,2
68,45017,1190153.0776180157,2715052,0,5,1
28,30598,436667.72687291447,5510861,0,3,3
45,8884,298841.885604405,1758463,0,1,4
19,18383,624460.2283887785,1395600,1,5,2
27,34643,1237909.1817587917,5002354,0,2,1
69,38883,792529.3646871829,4110033,1,1,0
30,16389,636469.8135233818,9887428,1,1,5
75,29643,1127971.6600317718,9514423,0,0,1
73,18441,863625.2174502814,9247870,1,3,2
74,10239,244401.19731110337,6449188,1,0,5
61,36567,1657169.825216707,6274636,1,1,0
76,45264,805719.1932930934,7652079,0,4,1
23,44138,1655821.8979316442,289871,1,1,0
53,40395,1577608.8348687196,2112358,0,1,1
24,11671,219716.25129281744,5713608,1,4,2
24,9512,113791.75794577964,1172007,1,5,2
65,18184,702259.1361986266,9244626,1,2,5
37,41579,1804370.3626980607,6129516,0,0,1
42,45679,1345591.261898509,9954576,1,5,0
50,29854,321052.52754415025,183819,1,3,2
33,21085,1023051.1222361788,6801735,1,3,2
47,20932,955193.1812288197,8446975,1,0,5
55,49833,2200355.4572570743,6369686,0,5,1
27,6397,312075.18248753966,5676019,0,0,3
74,47470,1918775.206251303,7070214,0,3,1
51,35879,526563.4948735804,8941104,1,1,5
27,19023,280941.8228983413,5063051,0,0,3
67,11243,384685.37970705726,5185821,1,1,5
41,26003,585002.8020033685,4715774,1,1,5
49,46705,1243809.8430608325,5395959,0,2,1
26,32476,819416.1692784536,4150477,0,5,1
52,5530,256516.8984562725,7283151,0,4,3
22,30924,598476.3118560321,1536909,0,5,4
37,49229,1849667.3871775116,2194670,1,2,0
63,34949,1627083.290420178,3599918,1,1,0
71,23710,1143610.7030806453,470095,0,3,4
38,30282,1045798.3412016734,9959070,1,0,5
33,19620,236859.91627874464,9144101,0,5,3
21,43567,651351.0837910053,2449056,0,0,1
75,12260,479955.0334392431,1692344,0,4,4
57,33565,955253.7971236808,5569362,1,2,0
35,49271,1716120.2843944712,5784110,0,0,1
72,17597,553078.3205775586,5305048,1,0,5
45,36990,1282538.717348138,5882548,0,5,1
34,1488,69567.93420564615,2617645,0,5,4
21,42919,1952205.369253102,4791590,0,1,1
19,19845,985797.655846884,4040873,1,5,2
45,8764,256292.643951126,6534304,1,2,5
61,39701,540583.073288683,3446891,1,2,0
56,17153,732998.9711898763,3377759,1,0,5
53,1087,49174.88167496648,352188,0,2,4
66,39331,1838714.46786372,5895609,1,3,0
69,32341,550290.233539543,5952358,1,1,5
56,37762,1591683.586596717,5428959,1,4,0
58,34319,406686.4140498479,5635084,0,5,3
34,43099,887281.8568985192,7854845,1,4,0
21,48418,1227403.9393324358,4254701,1,3,0
75,35208,1758956.6480722518,5399840,0,3,1
78,31517,614198.7969868159,2409551,1,3,2
26,16337,222026.0392950664,753531,0,1,4
69,16972,800670.54529408,3466305,1,5,2
63,25943,933998.8432675404,5189354,0,0,1
77,39590,874013.9087665322,5669270,1,0,0
61,46879,1490932.240790131,5201459,1,2,0
38,30685,954624.265328597,8069407,0,2,1
65,35071,979851.8152048424,2408571,1,1,0
27,36816,1808230.973429128,108710,1,2,0
25,40562,1428054.8439757284,4271781,1,0,0
57,3305,44760.25634600807,8952342,0,5,3
57,23294,281587.9397929776,1889090,1,1,5
24,23499,847221.3091851186,8770623,0,2,3
19,25467,1203576.6466058486,3699705,1,2,0
51,15941,499805.0067531701,9935888,1,4,2
34,40632,650332.1280354358,7541706,1,0,5
25,47978,1701366.0803947551,8130462,1,3,0
76,1767,34441.84759142208,3812709,1,3,2
45,49280,1531266.0605821451,4168426,1,1,0
46,1357,64108.94435228862,5938541,0,4,3
61,35606,1582887.027672144,5446117,0,0,1
69,45107,2155823.0743634934,2903348,0,1,1
24,42923,1451048.8179314495,5149269,0,5,1
49,49188,2168697.858439201,9389704,1,2,0
20,2615,46958.1960830722,4750637,0,1,3
68,16491,545575.9497510921,2645323,1,0,5
46,10099,468118.7353672332,7201384,1,0,5
71,10329,343650.28830657905,2755393,0,1,4
49,43228,620203.1297876257,5144646,1,5,0
62,24695,984552.3110305286,9618023,1,4,2
27,43853,1686410.752623782,5674609,1,0,0
66,39179,1301610.7539613398,2536378,0,1,1
19,7038,277016.4647538209,3676146,0,2,4
77,6253,172159.8937878381,9409491,1,3,2
47,32115,1299809.227721626,9456132,1,3,0
38,29079,466552.94702346285,3212566,1,5,2
58,43525,1043724.4891439308,861014,1,1,0
29,44400,1785539.2719297777,1056223,1,0,0
51,36563,785168.2437348262,8520977,0,4,1
53,17676,368961.5199482354,5266865,1,3,2
20,40538,491545.3932710313,4962496,0,1,1
51,20262,895782.5137052669,1765396,0,0,4
59,39898,988601.1295091052,4346061,0,2,1
71,11338,146389.479387939,8490130,1,1,5
79,33170,853708.9008456431,8261955,1,4,0
53,20228,513269.1102823666,7945949,0,3,3
78,7286,134364.57145527555,6904475,0,1,3
52,41121,1518143.5319828282,8374229,0,3,1
79,32700,1292887.0771252078,8519145,1,3,0
21,29130,494365.91664803936,8972881,1,3,2
53,36913,1755386.1971144448,2052543,0,4,1
41,29831,580274.6647679491,1807633,0,1,4
70,40235,1168348.1409591252,3520012,1,0,0
18,38629,1217360.601441516,7461317,1,4,0
21,12481,523993.0838623238,2859679,0,1,4
35,5374,103806.4508803254,8188528,1,0,5
75,29712,893264.6182829716,8083646,1,5,2
63,5486,171627.25958868186,6069826,0,0,3
38,27236,1355276.5977605006,9551249,1,2,0
58,8029,355363.1794717543,6435917,1,1,5
71,22745,542412.1718089946,2145957,1,3,2
33,26543,1201380.6485438752,7028079,1,1,0
60,17334,850182.7229423097,1634546,1,4,2
78,34689,1353439.1234832176,4254110,0,1,1
39,21732,753940.2695846707,9447560,1,0,5
72,18529,385958.5916726373,2569305,1,0,5
47,4270,113481.17938737954,7406657,0,2,3
35,31053,1176844.7139648034,7087360,0,3,1
41,29256,347899.0539546846,6379244,0,1,3
78,10654,185781.7094927284,9151474,0,1,3
29,32550,385161.302718026,3867504,0,4,4
50,38738,1347169.7974307928,2057023,0,1,1
53,1406,51278.10225298655,3745691,1,0,5
58,27018,434022.70422464097,4809026,0,4,4
48,15985,295399.5999115606,9645371,0,1,3
57,3725,164265.59570197712,5789195,1,1,5
38,31893,1031340.4975964412,6808470,1,0,0
64,8304,392381.4737332347,7086709,0,1,3
51,18455,831624.7032376314,947145,1,1,5
62,47819,1515802.284640637,9796627,1,3,0
30,28166,1265269.900214792,6866629,1,0,0
62,4751,142754.31117375835,6209645,0,1,3
22,18496,636060.0668517824,8513179,1,5,2
72,2728,86738.49585108367,1734080,1,5,2
41,16965,339749.0321726264,7098256,0,4,3
28,35550,1115910.360696802,3155359,0,2,1
50,13675,239309.34344173933,5617240,0,3,3
42,32129,1420214.9868585756,3011768,0,0,1
26,19516,289513.0373848452,9502102,0,0,3
51,8811,185600.3539410804,168508,0,0,4
63,32579,566449.1335569205,2438066,1,4,2
41,25439,280149.3865799171,189572,1,1,5
50,5225,82832.60274526838,851807,1,3,2
63,22298,799705.9642082406,7079577,1,2,5
60,9444,195170.61550931685,6936979,0,4,3
65,4803,82833.47341968417,4238433,1,1,5
45,38324,1234799.5636115188,7547257,0,0,1
61,28958,981431.7920340102,7312850,0,4,1
40,22286,1027882.613142726,2914199,1,3,2
25,46174,1069947.3743248524,4141355,1,2,0
27,16934,755341.9901154675,4615255,1,3,2
47,4998,180858.66112759404,7516994,1,3,2
20,21587,644241.4864576616,2719554,1,2,5
19,47875,1254084.171298561,4404071,1,2,0
20,23073,1149336.7103444615,8484798,0,1,3
29,42564,1588101.3392470304,9287804,0,4,1
75,49973,1390962.248547336,2739723,1,1,0
79,1681,66216.57915495372,2984005,0,1,4
71,29191,819091.6842980239,6170935,0,2,1
65,36271,884972.5079998779,2948984,1,2,0
34,31159,616253.5209764071,6012742,0,4,3
57,1666,18548.29923114552,8082879,0,1,3
75,19230,765212.7457157492,2981404,1,0,5
51,8601,283920.64386481675,8090698,0,0,3
52,41815,748656.566345216,8057708,0,5,1
80,23629,727008.2224654492,3233800,1,4,2
34,15607,410205.9166056112,924957,1,3,2
30,5612,144978.2526842317,584422,0,3,4
36,21686,709138.3945049605,6266542,0,0,3
19,42199,1884094.791831218,467041,0,4,1
69,49962,1169493.5640198686,964030,0,1,1
51,48171,1540296.5731962172,5153574,1,1,0
31,11735,471639.0399236543,7319376,1,1,5
33,6869,200726.65340593888,4536461,1,0,5
65,36830,856055.4492365717,2649197,0,1,1
30,46659,805479.7535626994,1464530,0,5,1
66,47706,1344331.8358812968,4818281,0,2,1
35,26428,465098.9107053908,903983,0,5,4
18,27850,703437.6517212852,9348415,0,2,3
41,21267,803144.312714817,3127422,1,1,5
41,28374,962167.660631496,4671105,0,3,1
59,28909,880496.3881879895,9608295,0,5,3
70,15681,434060.9627976784,2096529,0,0,4
47,21213,526766.5061982397,2823314,0,2,4
79,22030,969039.4040314074,7032203,0,4,3
76,12114,193402.7574216805,6892341,1,3,2
45,9549,200735.62682228768,1812029,0,5,4
62,43186,1833430.8996208732,7216201,1,3,0
64,46344,556596.2220998683,1849840,1,1,0
19,23871,477132.02116320987,6952656,0,1,3
57,30315,952861.9575077568,2305019,0,0,4
80,28766,1105788.9999402594,7474922,1,3,0
50,36628,440202.469898428,6307343,0,0,3
55,8226,384379.72015083616,838034,0,2,4
68,22547,319731.368040911,4995106,1,5,2
20,2498,124092.11035888836,1191681,1,4,2
35,33169,1586094.6950537467,2279811,1,4,0
49,34906,897700.3245068608,3432996,0,4,1
71,11643,289710.29966582893,7970887,1,1,5
49,27279,842194.6922983124,4950287,1,3,2
75,25639,948962.9611242474,2476096,1,5,2
24,48454,1290691.4653686995,6121613,1,2,0
47,13300,385109.84299460193,2598034,1,0,5
74,11067,341071.46174439683,411633,0,1,4
65,4870,140100.97867965332,6391285,1,5,2
19,7937,310687.6788379753,6237003,0,5,3
45,40370,765550.5770212135,1775796,0,5,1
48,37031,1784246.3334284644,6995361,1,4,0
59,37510,618746.8487210448,1739106,0,3,4
30,45076,657909.9389241824,9931596,1,1,0
32,2982,73805.04423392154,8616573,0,5,3
67,27580,587201.0385885849,511695,0,5,4
63,27845,475340.32368966873,6635948,0,3,3
65,13648,618051.363371308,6401332,1,5,2
21,28512,975765.1427821052,3315422,1,4,2
25,33330,1109693.444272858,9760849,0,1,1
56,43947,1274421.0502492122,250146,1,1,0
27,44940,2179441.4046616866,2390274,0,2,1
58,3469,86470.14288051424,9062499,1,2,5
28,3530,119480.63074442557,331563,0,3,4
69,35279,782290.7109093007,2385005,0,3,4
65,45253,1635381.4977404175,972916,1,3,0
56,15000,742235.0071502596,3431830,0,5,4
65,2980,68115.02645515825,6107136,1,2,5
65,42678,1574359.2955732471,6182792,0,5,1
50,42468,1652716.5068250785,9809311,0,0,1
57,8368,366458.9126861494,8376765,1,2,5
65,19351,286942.5995415371,2538478,0,1,4
71,6637,203131.11029700623,8268053,0,5,3
58,25349,661899.8277761008,7809721,1,1,5
47,10262,386501.3154332598,3486631,1,0,5
42,22358,896290.0537472622,3886138,0,4,4
73,14104,441298.6138706532,4768838,0,5,4
45,49100,2030274.8509394345,1411317,1,2,0
24,23560,1070085.1034859845,1029585,1,3,0
61,11144,334435.62808103854,2389668,0,1,4
33,16779,349816.93387464545,8110109,0,5,3
58,17817,823056.608811766,7751069,1,0,5
64,12192,369362.6770748032,6931012,1,3,2
32,6028,78970.77375165993,6357996,1,5,2
28,12017,207793.55259046808,1239902,1,2,5
66,6894,74626.086758044,2936116,0,0,4
48,7793,186007.82306865396,5338062,0,3,3
64,27811,654875.0659985095,5151729,1,5,2
75,34007,1008025.2158578216,5393867,0,0,1
66,42271,981954.6682030772,321398,1,0,0
18,7096,270896.7189464244,9093364,0,1,3
80,46539,1885660.7682316217,326163,0,0,1
60,2360,111319.22332695276,5073325,0,0,3
20,47482,1747877.9616949654,330238,1,0,0
77,7207,261640.82115662296,2878689,1,3,2
21,12163,540625.321120288,3744287,0,3,4
65,5061,205605.00053953368,2027468,1,5,2
70,28712,814230.97908779,9978948,0,3,3
40,2947,31646.52216688867,3702267,0,5,4
78,19126,932578.615851162,8562174,0,2,3
19,2473,102471.55159498884,8106259,1,5,2
64,49892,1419821.251598879,7929164,0,3,1
43,17223,840559.6444327862,337204,0,2,4
28,4685,71795.57146057636,5776880,1,0,5
61,48778,1206440.1438050023,3025261,1,2,0
24,9233,233182.94991727895,9398009,0,0,3
27,31873,1544752.7191139671,8948483,1,0,0
29,29098,1429833.0613378778,9390510,1,2,0
68,42207,1098654.8919272283,1305039,1,3,0
30,42001,422628.9748017162,7078803,1,4,2
34,31840,500644.23306844855,130523,1,1,5
35,43163,1508694.2746244052,1214269,0,1,1
36,33477,975621.3545102042,5064420,0,0,1
65,21383,381887.35406625207,259992,0,3,4
71,48628,1834215.70285703,9380995,1,5,0
60,11681,349329.4716405444,1881599,0,5,4
32,31425,1202944.1090630344,3352083,1,1,0
18,3653,61217.889117596096,5723989,1,5,2
23,17445,664477.4425386686,4130180,1,5,2
26,20439,513808.366503747,6194995,0,0,3
51,20997,613596.3807199196,319845,1,2,5
52,18961,504381.769633778,7314529,1,5,2
69,6890,161067.16881169972,8100595,0,5,3
45,33141,535554.0951828295,6345438,1,2,5
33,7092,83682.31522444438,3047466,1,5,2
27,23346,733273.1287931213,8296906,1,2,5
40,38652,1258918.9944206928,7182860,1,2,0
63,12390,408564.6466865867,8318948,0,4,3
38,32730,1102064.7502476715,2392243,0,5,1
26,36726,467246.8356611647,3416076,1,1,5
28,45358,462827.7351812279,7286965,0,2,1
66,39509,1615125.6332669058,2119233,1,3,0
51,35342,1229006.1050137356,1837660,0,4,1
22,5453,125800.27673178076,2154402,0,2,4
44,39994,1927184.9105155857,5739046,0,4,1
29,1066,41593.32013642693,5955132,1,4,2
77,8432,142675.49059799509,3351915,0,2,4
76,24274,378797.1388540691,835992,1,4,2
28,1495,35723.705021741865,1109905,1,2,5
65,7683,136716.68612433,9343553,0,1,3
18,10137,117311.52257788398,3077740,0,3,4
64,28741,619813.704467268,5562343,1,5,2
76,24155,335971.79886761226,7982466,1,0,5
63,47931,1220386.0757636805,7164717,1,3,0
46,45363,823230.4966560347,5325967,1,2,0
22,26952,1297927.8090343375,5954427,1,4,0
64,12446,155286.20609418344,9355537,1,1,5
55,20921,617414.9856011119,7020655,1,2,5
49,36914,1509783.092719271,3964867,1,0,0
46,6601,184601.09260700448,6213331,1,4,2
43,8271,236798.2294023028,8245885,1,3,2
66,49999,860663.6075852,7187299,0,4,1
64,4846,55491.81816434604,1769977,1,0,5
78,42371,1351871.660828541,1814143,0,1,1
76,47598,2363242.18779386,6981667,1,4,0
60,49108,2352992.073388751,9230870,0,0,1
56,9720,199750.2038451696,1090884,0,1,4
37,15983,539057.7716852984,347570,0,1,4
35,17414,571370.8065632682,1496317,1,1,5
18,38827,707069.134785274,8473990,1,3,0
19,19698,791613.2513832955,5003700,0,3,3
59,3044,51795.71044147719,7177303,1,0,5
48,27530,379202.436694563,1346395,1,1,5
59,14178,165861.99296122053,6573685,0,3,3
80,9554,203525.40939304951,536735,1,3,2
58,30705,1450065.4451425683,6998375,0,5,1
33,33690,1085046.6693805775,3129530,0,1,1
79,12432,514557.06405832345,6731008,0,0,3
20,17797,677128.9564499687,7318082,1,1,5
39,19399,702440.7871580264,7021695,0,0,3
74,3001,52523.02697670198,6507835,0,3,3
76,10956,351896.88073803275,3421089,0,0,4
59,19888,350378.32718636224,7000664,1,4,2
71,31428,930822.4964397806,5976624,0,3,1
41,34697,595374.8071011177,1640546,0,3,4
22,16791,707175.084973499,9037521,1,3,2
74,29272,984231.0316939956,9573126,1,1,0
57,12780,373843.56174769456,424501,0,4,4
64,20336,396044.2191071048,7400782,0,3,3
23,38437,1205984.1527044235,8502190,1,1,0
42,11603,259233.7190835148,2842986,1,3,2
51,42577,1819103.696112026,535982,1,4,0
77,46479,2038486.8648328315,9588211,1,3,0
33,19747,524318.6838005207,7481999,0,0,3
45,41174,603455.8249470654,7108987,1,5,2
45,21065,910166.0835757878,9465598,0,0,3
64,21387,578244.1644398905,3999058,1,4,2
39,5001,202133.72020315652,6998783,0,0,3
54,4826,70221.29099916489,6273634,0,3,3
70,18978,591486.6128974609,9696354,1,0,5
20,11494,563784.5820231322,857465,1,0,5
48,26335,482868.7930269956,3550048,0,1,4
66,26449,375439.419787813,7845180,0,0,3
64,37549,1371419.2374900184,6913411,0,3,1
37,43264,614619.1942961173,7080416,0,3,1
64,33092,1169026.0817440548,901379,1,5,0
33,27057,541972.5766166569,9975988,0,1,3
65,35612,1770638.2150817665,2759273,1,2,0
63,43027,768759.4107848764,6719208,0,2,1
31,23598,612142.8852259623,8192428,0,2,3
26,5982,95001.15355162745,5704127,1,2,5
73,25480,459241.8637039218,1204907,1,5,2
52,27991,332773.0337149784,4714942,1,2,5
19,17914,724330.7019080642,149878,0,1,4
59,17326,621333.5494136886,7744742,1,0,5
22,41964,1769076.796575313,5489615,1,2,0
43,14974,328735.868223371,8970919,0,1,3
19,33680,804873.5275601195,8133666,1,4,0
79,19733,634886.4199737755,4711556,0,2,4
34,26958,865707.5459587221,4122558,1,5,2
80,17789,243266.66799981327,8511029,1,0,5
30,32405,1442228.9425114624,3219477,0,5,1
66,44293,782182.5346756907,2480691,1,4,0
72,1007,37941.76951914527,4819599,1,3,2
43,13724,626302.9794860305,4668346,0,2,4
57,26537,1173542.5163683316,7523908,0,3,1
75,1266,50558.818975301314,2289031,1,5,2
61,14970,665455.4829271461,9239999,0,1,3
76,43415,1506319.5120291377,6954584,1,4,0
57,17952,700776.360294499,8245185,0,3,3
28,10036,436299.8218299912,4043915,0,1,4
47,29567,1165261.4077299188,1026422,1,5,2
21,32018,1357242.892222309,1139506,0,4,1
80,19893,209994.04263229665,3914660,0,1,4
26,49990,1046980.8177953697,5526230,1,0,0
67,43699,1338781.1361425463,8572985,0,0,1
33,8649,391125.7281444741,1503941,1,1,5
29,26806,1257724.7517360798,3699421,0,5,1
65,32997,668488.7804432841,2371493,1,5,2
66,5811,257484.60274478572,4849702,1,0,5
70,16409,504476.4472580308,3333470,1,2,5
59,45932,1817391.9078620733,2220128,1,0,0
53,24076,1061962.8164336286,5128371,1,5,2
52,26497,582014.3294338791,6587413,1,4,2
21,34041,1562039.302646608,7167059,0,2,1
61,26637,609313.5410051217,3895688,0,1,4
23,45574,1781169.1267054975,4935573,0,0,1
67,6282,284274.1802773424,3619986,1,5,2
22,38073,1047582.5489448498,9560623,0,1,1
65,34616,803863.9850745886,4095012,1,5,2
60,39671,1295939.453229185,1558159,0,3,1
70,39297,1851432.855541037,1307331,0,2,1
66,46061,1855557.6098912207,4303630,0,1,1
36,22149,316193.5695093001,869079,1,3,2
64,25690,1195082.201093563,6936918,1,2,0
37,11896,173975.81627887476,111827,1,4,2
31,11385,241533.4488419956,6971829,0,5,3
75,7653,96100.16151789537,5981472,1,2,5
80,31680,813626.9773494651,1200766,0,0,4
42,10727,478982.4842636144,9928766,0,2,3
37,34225,680773.1602506294,3122618,0,3,4
50,37074,1588894.2922303595,8845483,1,1,0
78,45303,1893573.499163395,1675335,1,2,0
22,15267,536913.4728410944,7534531,0,3,3
56,3881,100804.8896861524,4139082,0,5,4
38,11451,385544.1374711189,1898386,1,2,5
65,10069,501059.8215852665,258099,1,3,2
24,23162,277383.02719955693,8762419,1,3,2
72,9425,406421.3097816367,2468184,0,0,4
25,49076,2146261.507967924,6448862,0,5,1
60,5354,132937.03076579067,7140633,1,1,5
30,33600,618272.237273777,9566232,0,0,3
39,34881,1282891.7053245525,5902506,0,1,1
42,19308,680880.213866913,7669737,0,1,3
55,2756,102687.18556141412,6875922,1,0,5
73,20893,268544.3052580584,8145532,0,5,3
73,42566,1399650.9703679904,8554554,1,2,0
36,20094,302538.72757428966,8373734,0,3,3
79,35072,1741917.1903142422,1544479,0,0,1
27,38534,1231924.2505158489,643771,0,1,1
75,10886,347636.8592908286,5734213,1,2,5
41,25392,941708.1268733162,5222741,1,5,2
54,42258,964690.6119974096,4399754,0,2,1
51,14082,563379.6431836176,3046886,0,0,4
53,41635,911910.3731827466,428928,0,5,1
71,22471,352221.9999089599,6240096,1,3,2
53,6949,225174.6758252243,2722411,0,0,4
38,25046,1247831.7153582163,7802351,0,5,1
30,20633,637253.9673772904,7733224,0,5,3
36,10037,374246.8842985308,6282193,1,3,2
23,4924,131342.2833022486,1080780,1,5,2
55,42099,1603322.9895170762,7523692,0,2,1
25,8335,373072.4740360738,9960643,0,3,3
37,41606,597833.682159392,7484173,0,1,1
74,9493,452962.1235594173,5904886,0,3,3
36,43142,1138972.3442718913,2118336,1,5,0
49,19912,710994.3883783226,155967,0,0,4
36,17051,260081.5260613848,215162,1,5,2
49,41698,1728246.2130825822,3336461,0,4,1
42,35989,804139.6134485184,8718559,1,2,0
25,44089,776965.0789956339,7943204,0,5,1
59,26367,567690.7541871938,9023684,1,4,2
42,38562,1557229.7379667028,7319738,0,2,1
29,14946,337005.6838562155,9927624,0,5,3
75,8000,220812.37868525175,9250637,1,3,2
30,49191,1821499.1834790525,4042325,0,4,1
68,29280,862290.0350937207,5870242,1,4,2
45,43064,1789063.6961649556,6527441,1,1,0
61,29531,1319950.3356358933,7335234,0,1,1
63,38528,1797770.029045528,9753775,0,0,1
77,4516,124773.44227643468,2458217,1,5,2
69,32992,1298175.541072904,1219902,0,2,1
49,40545,1759579.305548061,2704402,1,4,0
46,39232,970020.4630543818,3642835,1,3,0
40,5854,77885.83448535897,9209696,1,2,5
73,34610,1712591.9892924326,7550879,1,3,0
55,14286,150655.83574517924,7074522,1,2,5
79,43596,763809.2769947321,662305,1,4,0
33,42071,865945.4908046369,319612,1,0,0
74,35913,667221.8045635339,3515526,0,0,1
26,37525,1183596.4769144428,1770963,0,5,1
44,11138,380988.1616399007,872939,1,4,2
69,42480,1198138.819776466,9157758,1,5,0
45,27186,358632.7190921978,1143466,0,5,4
21,26258,689809.4218609064,9386896,1,4,2
65,14517,581898.7540634404,5969541,0,4,3
51,41813,482398.7693736845,5714913,0,4,1
79,45068,985211.0289007056,7289686,0,5,1
22,17422,438241.9782941042,1168395,1,5,2
23,5162,251680.98378799247,7836432,1,2,5
52,7925,184964.7349338227,5369154,1,2,5
54,48420,2364793.4856807813,7190253,0,5,1
23,40816,1647808.24966959,7452847,1,4,0
69,42498,1485033.7236466196,5858010,1,4,0
75,12701,279071.7624661633,2974781,1,5,2
22,15445,156880.99594709778,9815334,1,3,2
55,32813,1528815.8060441962,5493960,1,2,0
44,10826,376981.96582025365,828847,0,0,4
63,20867,493267.1198513594,5649687,1,0,5
49,41117,1026670.5025567408,3475062,0,2,1
29,35452,514398.8139695584,4438891,1,4,2
